Date,Symbol,Ticker,Open,High,Low,Close,Adj Close,Price Adjustment Factor,Volume,Source,Source URL,Fetch Timestamp
2025-07-07,TECHM,TECHM.NS,1647.9000244140625,1647.9000244140625,1615.5,1623.9000244140625,1566.36767578125,0.9645714959247128,1550115,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/TECHM.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-08,TECHM,TECHM.NS,1623.0,1643.800048828125,1619.0,1635.4000244140625,1577.4603271484375,0.9645715443312508,1318755,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/TECHM.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-09,TECHM,TECHM.NS,1634.800048828125,1636.4000244140625,1612.0,1614.800048828125,1557.5902099609375,0.9645715648146622,1173847,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/TECHM.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-10,TECHM,TECHM.NS,1614.800048828125,1617.4000244140625,1590.0999755859375,1600.0999755859375,1543.410888671875,0.9645715344172143,1631315,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/TECHM.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-11,TECHM,TECHM.NS,1580.0,1607.0,1577.800048828125,1602.5,1545.7259521484375,0.9645715770037051,2559235,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/TECHM.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-14,TECHM,TECHM.NS,1598.0,1598.0,1564.0999755859375,1576.699951171875,1520.83984375,0.964571504311675,2068336,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/TECHM.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-15,TECHM,TECHM.NS,1554.5999755859375,1594.9000244140625,1553.0,1579.0,1523.0584716796875,0.9645715463455906,2574760,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/TECHM.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-16,TECHM,TECHM.NS,1580.0,1611.0,1577.300048828125,1607.9000244140625,1550.9345703125,0.9645715198478703,2207039,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/TECHM.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-17,TECHM,TECHM.NS,1583.4000244140625,1603.9000244140625,1560.9000244140625,1563.699951171875,1508.300537109375,0.9645715829171816,7617296,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/TECHM.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-18,TECHM,TECHM.NS,1573.0,1574.0,1538.0,1548.9000244140625,1494.02490234375,0.9645715532278648,3619191,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/TECHM.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
