Date,Symbol,Ticker,Open,High,Low,Close,Adj Close,Price Adjustment Factor,Volume,Source,Source URL,Fetch Timestamp
2025-07-07,HINDALCO,HINDALCO.NS,699.4500122070312,699.4500122070312,688.0999755859375,692.0999755859375,687.0614013671875,0.992719875167624,2481724,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-08,HINDALCO,HINDALCO.NS,692.0999755859375,696.2999877929688,683.0999755859375,685.5999755859375,680.6087036132812,0.9927198480886897,3923236,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-09,HINDALCO,HINDALCO.NS,692.0,692.0,664.0999755859375,673.9500122070312,669.0435791015625,0.9927198857235697,6703774,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-10,HINDALCO,HINDALCO.NS,675.0,679.5,672.5499877929688,675.0499877929688,670.1355590820312,0.9927199040073982,3641238,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-11,HINDALCO,HINDALCO.NS,673.0,676.0499877929688,661.5499877929688,670.9500122070312,666.0654296875,0.9927199009901441,4450346,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-14,HINDALCO,HINDALCO.NS,671.0,680.5499877929688,665.0,666.5,661.6478271484375,0.992719920702832,4338084,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-15,HINDALCO,HINDALCO.NS,670.0,674.25,662.9000244140625,670.8499755859375,665.9661254882812,0.9927199071694225,4815703,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-16,HINDALCO,HINDALCO.NS,668.0,670.5999755859375,664.0,666.75,661.89599609375,0.9927199041526059,4497141,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-17,HINDALCO,HINDALCO.NS,670.0,678.0,668.4000244140625,674.5499877929688,669.63916015625,0.9927198462299491,4022119,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-18,HINDALCO,HINDALCO.NS,676.5,679.2999877929688,671.0,675.9000244140625,670.9793701171875,0.9927198489138379,3400654,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-21,HINDALCO,HINDALCO.NS,679.0,687.1500244140625,679.0,682.7000122070312,677.7298583984375,0.992719856862861,4912558,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-22,HINDALCO,HINDALCO.NS,683.2000122070312,692.5,683.2000122070312,690.0499877929688,685.0263671875,0.9927199178402479,3802270,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-23,HINDALCO,HINDALCO.NS,692.0,696.0,689.5999755859375,695.4000244140625,690.3374633789062,0.99271992974199,3640968,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-24,HINDALCO,HINDALCO.NS,697.0,704.4000244140625,691.5999755859375,695.5999755859375,690.5359497070312,0.9927199165373165,4593102,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-25,HINDALCO,HINDALCO.NS,697.0,698.7999877929688,687.9500122070312,693.4500122070312,688.401611328125,0.9927198777272513,5220901,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-28,HINDALCO,HINDALCO.NS,693.4500122070312,693.9500122070312,682.7999877929688,689.3499755859375,684.3314208984375,0.9927198739896461,5031797,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-29,HINDALCO,HINDALCO.NS,686.0999755859375,695.0,685.0,692.7000122070312,687.6571044921875,0.9927199254713792,2985507,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-30,HINDALCO,HINDALCO.NS,689.1500244140625,697.5499877929688,684.7999877929688,688.7999877929688,683.7854614257812,0.9927199093262837,2829322,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-31,HINDALCO,HINDALCO.NS,677.0999755859375,692.2999877929688,674.9500122070312,683.0499877929688,678.0773315429688,0.992719923374763,6136890,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-08-01,HINDALCO,HINDALCO.NS,680.0,683.2999877929688,670.8499755859375,672.4500122070312,667.5545043945312,0.9927198933398297,3475656,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-08-04,HINDALCO,HINDALCO.NS,676.0,688.7999877929688,671.7999877929688,687.7000122070312,682.6934814453125,0.992719891416533,2286286,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-08-05,HINDALCO,HINDALCO.NS,692.0,692.0,682.1500244140625,687.0999755859375,682.0978393554688,0.9927199295470749,3302614,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-08-06,HINDALCO,HINDALCO.NS,692.0,692.0,683.3499755859375,684.8499755859375,679.8641967773438,0.9927198963476226,2498667,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-08-07,HINDALCO,HINDALCO.NS,681.9000244140625,689.9000244140625,674.3499755859375,686.7999877929688,681.7999877929688,0.9927198600919207,3417324,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-08-08,HINDALCO,HINDALCO.NS,684.0,686.4000244140625,669.0499877929688,672.75,672.75,1.0,3471816,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-08-11,HINDALCO,HINDALCO.NS,673.75,683.4500122070312,667.25,672.8499755859375,672.8499755859375,1.0,3235082,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-08-12,HINDALCO,HINDALCO.NS,658.0,677.75,657.5,667.0499877929688,667.0499877929688,1.0,12238878,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-08-13,HINDALCO,HINDALCO.NS,673.0,704.9500122070312,670.9500122070312,700.5,700.5,1.0,13151356,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-08-14,HINDALCO,HINDALCO.NS,701.0,702.3499755859375,688.0,695.25,695.25,1.0,4179259,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HINDALCO.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
