Date,Symbol,Ticker,Open,High,Low,Close,Adj Close,Price Adjustment Factor,Volume,Source,Source URL,Fetch Timestamp
2025-07-07,MAXHEALTH,MAXHEALTH.NS,1303.0999755859375,1305.0,1289.4000244140625,1299.5999755859375,1297.29443359375,0.9982259602681602,639489,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/MAXHEALTH.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-08,MAXHEALTH,MAXHEALTH.NS,1303.9000244140625,1310.800048828125,1287.0999755859375,1295.699951171875,1293.4013671875,0.9982259905294462,1351691,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/MAXHEALTH.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-09,MAXHEALTH,MAXHEALTH.NS,1291.0,1300.800048828125,1245.0,1247.4000244140625,1245.1871337890625,0.9982259976096766,1996494,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/MAXHEALTH.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-10,MAXHEALTH,MAXHEALTH.NS,1240.0,1255.0,1229.0,1251.5999755859375,1249.379638671875,0.9982260011526263,1822565,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/MAXHEALTH.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-11,MAXHEALTH,MAXHEALTH.NS,1249.699951171875,1251.5,1215.5,1219.199951171875,1217.037109375,0.9982260155155058,2348913,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/MAXHEALTH.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-14,MAXHEALTH,MAXHEALTH.NS,1230.0,1263.199951171875,1220.0,1249.5999755859375,1247.3831787109375,0.9982259947836822,1968679,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/MAXHEALTH.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-15,MAXHEALTH,MAXHEALTH.NS,1256.0,1263.5999755859375,1240.800048828125,1261.0999755859375,1258.86279296875,0.9982260069300627,824627,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/MAXHEALTH.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-16,MAXHEALTH,MAXHEALTH.NS,1262.5,1278.0,1256.4000244140625,1266.199951171875,1263.9537353515625,0.9982260180801352,1352972,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/MAXHEALTH.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-17,MAXHEALTH,MAXHEALTH.NS,1276.0,1276.0,1238.800048828125,1243.5999755859375,1241.393798828125,0.9982259755539372,1238628,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/MAXHEALTH.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
2025-07-18,MAXHEALTH,MAXHEALTH.NS,1241.5,1249.0999755859375,1213.0999755859375,1215.699951171875,1213.5433349609375,0.9982260292032926,2382955,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/MAXHEALTH.NS?period1=1751760000&period2=1783382400&interval=1d&events=div%2Csplits%2Chistory&includeAdjustedClose=true,2026-07-06T07:37:23.266692+00:00
