Date,Symbol,Ticker,Open,High,Low,Close,Adj Close,Volume,Source,Source URL,Fetch Timestamp
2024-01-01,HDFCBANK,HDFCBANK.NS,853.0,854.5750122070312,846.0,849.0499877929688,826.4410400390625,14239686,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HDFCBANK.NS?period1=1704067200&period2=1781136000&interval=1d&events=history&includeAdjustedClose=true,2026-06-10T16:52:56.607802+00:00
2024-01-02,HDFCBANK,HDFCBANK.NS,849.4000244140625,851.4000244140625,844.3499755859375,849.5499877929688,826.927734375,29242092,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HDFCBANK.NS?period1=1704067200&period2=1781136000&interval=1d&events=history&includeAdjustedClose=true,2026-06-10T16:52:56.607802+00:00
2024-01-03,HDFCBANK,HDFCBANK.NS,851.0,852.3499755859375,834.4749755859375,836.4500122070312,814.1765747070312,28389762,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HDFCBANK.NS?period1=1704067200&period2=1781136000&interval=1d&events=history&includeAdjustedClose=true,2026-06-10T16:52:56.607802+00:00
2024-01-04,HDFCBANK,HDFCBANK.NS,839.0,847.4749755859375,835.3499755859375,845.4249877929688,822.91259765625,26734056,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HDFCBANK.NS?period1=1704067200&period2=1781136000&interval=1d&events=history&includeAdjustedClose=true,2026-06-10T16:52:56.607802+00:00
2024-01-05,HDFCBANK,HDFCBANK.NS,843.5750122070312,852.4500122070312,834.0499877929688,841.0999755859375,818.7027587890625,31889470,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HDFCBANK.NS?period1=1704067200&period2=1781136000&interval=1d&events=history&includeAdjustedClose=true,2026-06-10T16:52:56.607802+00:00
2024-01-08,HDFCBANK,HDFCBANK.NS,839.25,841.1749877929688,830.0,831.7249755859375,809.577392578125,17998470,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HDFCBANK.NS?period1=1704067200&period2=1781136000&interval=1d&events=history&includeAdjustedClose=true,2026-06-10T16:52:56.607802+00:00
2024-01-09,HDFCBANK,HDFCBANK.NS,833.5750122070312,838.9000244140625,823.375,825.25,803.2747802734375,25326888,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HDFCBANK.NS?period1=1704067200&period2=1781136000&interval=1d&events=history&includeAdjustedClose=true,2026-06-10T16:52:56.607802+00:00
2024-01-10,HDFCBANK,HDFCBANK.NS,821.5,829.9749755859375,820.7000122070312,827.9749755859375,805.9271850585938,16115824,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HDFCBANK.NS?period1=1704067200&period2=1781136000&interval=1d&events=history&includeAdjustedClose=true,2026-06-10T16:52:56.607802+00:00
2024-01-11,HDFCBANK,HDFCBANK.NS,830.0,831.4500122070312,821.5,824.5,802.5447998046875,18314010,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HDFCBANK.NS?period1=1704067200&period2=1781136000&interval=1d&events=history&includeAdjustedClose=true,2026-06-10T16:52:56.607802+00:00
2024-01-12,HDFCBANK,HDFCBANK.NS,826.0,828.0,816.7999877929688,820.5999755859375,798.7485961914062,19773552,Yahoo Finance automated fallback,https://query1.finance.yahoo.com/v8/finance/chart/HDFCBANK.NS?period1=1704067200&period2=1781136000&interval=1d&events=history&includeAdjustedClose=true,2026-06-10T16:52:56.607802+00:00
